Hydrologic Region,Utility,Stage Invoked,Date,Population,Mandatory Restrictions,Production,Production 2013,Conservation target,% Residential,GPCD,Days allowed per week,Complaints,Warnings,Penalties,Penalties Assessment Rate,Utility_name,Year,Month,Type,County,City
Central Coast,Cambria Community Services District,stage 3,2014-06-15,6032,Yes,11665481.0866,23976147.998660002,,68.0,43.835804259991164,,0,0,0,0,Cambria Community ScD,2014,Jun,Community,San Luis Obispo,
South Coast,Montebello Land and Water Company,2,2017-01-15,32219,Yes,67369782.53225,80895875.26702,0.0,80.0,53.961173006310645,2.0,0,0,0,0,Montebello Land and WC,2017,Jan,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-12-15,32219,Yes,71843722.62496,86096464.04194002,0.0,80.0,57.54466468890627,2.0,1,1,0,0,Montebello Land and WC,2016,Dec,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-11-15,32219,Yes,75887538.83403,89465767.79712,0.0,80.0,62.80976139050871,2.0,1,1,0,0,Montebello Land and WC,2016,Nov,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-10-15,32219,Yes,83750333.76754001,98706914.26684001,0.0,80.0,67.08150271381844,2.0,0,0,0,0,Montebello Land and WC,2016,Oct,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-09-15,32219,Yes,84398778.10727,103141752.18831,0.0,80.0,69.85425006550587,2.0,1,1,0,0,Montebello Land and WC,2016,Sep,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-08-15,32219,Yes,92049769.61323,108984268.27442001,0.0,80.0,73.72910163266116,2.0,0,0,0,0,Montebello Land and WC,2016,Aug,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-07-15,32219,Yes,92196402.75538,108984268.27442001,0.0,80.0,73.84655037681033,2.0,0,0,0,0,Montebello Land and WC,2016,Jul,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-06-15,32219,Yes,83792694.45305,105057758.57907002,0.0,80.0,69.35261342938432,2.0,0,0,0,0,Montebello Land and WC,2016,Jun,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-05-15,32219,Yes,79110209.44706,100251450.03082001,0.09,80.0,63.364902454520426,2.0,0,0,0,0,Montebello Land and WC,2016,May,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-04-15,32219,Yes,75072910.26653,93760489.60498,0.09,80.0,62.13551860002277,2.0,0,0,0,0,Montebello Land and WC,2016,Apr,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-03-15,32219,Yes,72915773.81979,88214498.31744002,0.09,80.0,58.403345507241276,2.0,0,0,0,0,Montebello Land and WC,2016,Mar,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-02-15,32219,Yes,68677345.65500829,76578343.85927,0.16,80.0,60.90225878696979,2.0,0,0,0,0,Montebello Land and WC,2016,Feb,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2016-01-15,32219,Yes,68236547.32807,80895875.26702,0.16,80.0,54.65542558283682,2.0,2,2,0,0,Montebello Land and WC,2016,Jan,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-12-15,32219,Yes,74551547.98333,86096464.04194002,0.16,80.0,59.71355149752751,2.0,0,0,0,0,Montebello Land and WC,2015,Dec,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-11-15,32219,Yes,78461765.10733001,89465767.79712,0.16,80.0,64.9403686084443,2.0,0,0,0,0,Montebello Land and WC,2015,Nov,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-10-15,32219,Yes,84965759.59025,98706914.26684001,0.16,80.0,68.05502230421041,2.0,0,0,0,0,Montebello Land and WC,2015,Oct,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-09-15,32219,Yes,84112028.85151,103141752.18831,0.16,80.0,69.61691660325481,2.0,2,2,0,0,Montebello Land and WC,2015,Sep,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-08-15,32219,Yes,90228260.1363,108984268.27442001,0.16,80.0,72.27012723311931,2.0,1,11,0,0,Montebello Land and WC,2015,Aug,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-07-15,32219,Yes,88491472.03039001,108984268.27442001,0.16,80.0,70.87901210797477,2.0,1,1,0,0,Montebello Land and WC,2015,Jul,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-06-15,32219,Yes,83675387.93933001,105057758.57907002,0.16,80.0,69.25552246755436,2.0,13,13,0,0,Montebello Land and WC,2015,Jun,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,2,2015-05-15,32219,Yes,79289427.73191,100251450.03082001,,80.0,63.50845091959164,2.0,2,2,0,0,Montebello Land and WC,2015,May,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2015-04-15,32219,Yes,81075093.55187,93760489.60498,,80.0,67.10333948032321,3.0,2,2,0,0,Montebello Land and WC,2015,Apr,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2015-03-15,32219,Yes,84255403.47939001,88214498.31744002,,80.0,67.48604838811,3.0,0,0,0,0,Montebello Land and WC,2015,Mar,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2015-02-15,32219,Yes,71690572.45427,76578343.85927,,80.0,63.574352714919776,,0,0,0,0,Montebello Land and WC,2015,Feb,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2015-01-15,32219,Yes,75793041.9202,80895875.26702,,80.0,60.70795086465711,,0,0,0,0,Montebello Land and WC,2015,Jan,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-12-15,32219,Yes,72075077.13813001,86099722.55621001,,80.0,57.72997270745274,,0,0,0,0,Montebello Land and WC,2014,Dec,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-11-15,32219,Yes,80420132.18360001,90961425.84705,,80.0,66.56124827677252,,0,0,0,0,Montebello Land and WC,2014,Nov,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-10-15,32219,Yes,92574390.41070001,98706914.26684001,,80.0,74.14930713950595,,0,0,0,0,Montebello Land and WC,2014,Oct,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-09-15,32219,Yes,94868384.45678,103141752.18831,,80.0,78.51961840883124,,0,0,0,0,Montebello Land and WC,2014,Sep,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-08-15,32219,Yes,101118214.82664001,108981009.76015,,80.0,80.99265396526395,,0,0,0,0,Montebello Land and WC,2014,Aug,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-07-15,32219,Yes,102193524.53574,108984268.27442001,,80.0,81.85394475569116,,0,0,0,0,Montebello Land and WC,2014,Jul,,Los Angeles,Montebello
South Coast,Montebello Land and Water Company,1,2014-06-15,32219,Yes,100665281.34311001,105057758.57907002,,80.0,83.31753010592922,,0,0,0,0,Montebello Land and WC,2014,Jun,,Los Angeles,Montebello
North Coast,Humboldt Community Service District,1,2017-01-15,22842,Yes,58371000.0,62310000.0,0.0,61.0,50.28415397781676,7.0,0,0,0,0,Humboldt Community ScD,2017,Jan,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-12-15,22842,Yes,52612202.0,56546000.0,0.0,61.0,45.323192449675325,7.0,0,0,0,0,Humboldt Community ScD,2016,Dec,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-11-15,22842,Yes,54891856.0,61434000.0,0.0,61.0,48.863252137874674,7.0,0,0,0,0,Humboldt Community ScD,2016,Nov,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-10-15,22842,Yes,58907000.0,63800000.0,0.0,61.0,50.745895365356965,7.0,0,0,0,0,Humboldt Community ScD,2016,Oct,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-09-15,22842,Yes,67753000.0,75893000.0,0.0,61.0,60.31189621457549,7.0,0,0,0,0,Humboldt Community ScD,2016,Sep,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-08-15,22842,Yes,71956000.0,79706000.0,0.0,61.0,61.987058361648465,7.0,0,0,0,0,Humboldt Community ScD,2016,Aug,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-07-15,22842,Yes,73454000.0,79914000.0,0.0,61.0,63.27752216488585,7.0,0,0,0,0,Humboldt Community ScD,2016,Jul,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-06-15,22842,Yes,73614000.0,76309000.0,0.0,61.0,65.52920059539444,7.0,2,2,0,0,Humboldt Community ScD,2016,Jun,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-05-15,20032,Yes,57649000.0,68535000.0,0.12,62.5,58.02107756621663,2.0,3,3,0,0,Humboldt Community ScD,2016,May,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-04-15,20032,Yes,58491000.0,56184000.0,0.12,62.5,60.83079572683706,2.0,2,2,0,0,Humboldt Community ScD,2016,Apr,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-03-15,20032,Yes,58174000.0,59814307.0,0.12,62.5,58.54946601566526,2.0,1,1,0,0,Humboldt Community ScD,2016,Mar,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-02-15,20032,Yes,53924137.93103448,54208000.0,0.24,62.5,60.087050374573096,2.0,0,0,0,0,Humboldt Community ScD,2016,Feb,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2016-01-15,20032,Yes,45981000.0,62310000.0,0.24,62.5,46.27777008399464,2.0,0,0,0,0,Humboldt Community ScD,2016,Jan,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-12-15,20032,Yes,56828498.0,56546000.0,0.24,60.0,54.90746869524889,2.0,0,0,0,0,Humboldt Community ScD,2015,Dec,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-11-15,20032,Yes,58986000.0,61434000.0,0.24,60.0,58.891773162939295,2.0,0,0,0,0,Humboldt Community ScD,2015,Nov,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-10-15,20032,Yes,59456000.0,63800000.0,0.24,60.0,57.446150675048955,2.0,2,1,0,0,Humboldt Community ScD,2015,Oct,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-09-15,20032,Yes,66172000.0,75893000.0,0.24,60.0,66.06629392971246,2.0,5,5,0,0,Humboldt Community ScD,2015,Sep,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-08-15,20032,Yes,73067000.0,79706000.0,0.24,60.0,70.59704472843451,2.0,9,9,0,0,Humboldt Community ScD,2015,Aug,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-07-15,20032,Yes,70101000.0,79914000.0,0.24,60.0,67.73130732763063,2.0,7,7,0,0,Humboldt Community ScD,2015,Jul,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-06-15,20032,Yes,66295000.0,76309000.0,0.24,62.5,68.94697650425985,2.0,14,0,0,0,Humboldt Community ScD,2015,Jun,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-05-15,20032,Yes,59724000.0,68535000.0,,62.5,60.10947000927548,2.0,0,0,0,0,Humboldt Community ScD,2015,May,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-04-15,20032,Yes,54499000.0,56184000.0,,62.5,56.679105098509055,7.0,1,1,0,0,Humboldt Community ScD,2015,Apr,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-03-15,20032,Yes,55223000.0,59814307.0,,62.5,55.57941970266928,7.0,2,0,0,0,Humboldt Community ScD,2015,Mar,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-02-15,20032,Yes,57447000.0,54208000.0,,62.5,64.0125353006618,7.0,0,0,0,0,Humboldt Community ScD,2015,Feb,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2015-01-15,20032,Yes,54999000.0,62310000.0,,62.5,55.353973964237866,7.0,0,0,0,0,Humboldt Community ScD,2015,Jan,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-12-15,20032,Yes,55100000.0,56546000.0,,62.5,55.45562583736989,7.0,0,0,0,0,Humboldt Community ScD,2014,Dec,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-11-15,20032,Yes,57042000.0,61434000.0,,62.5,59.32383186900959,7.0,0,0,0,0,Humboldt Community ScD,2014,Nov,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-10-15,20032,Yes,59406000.0,63800000.0,,62.5,59.78941757703803,7.0,0,0,0,0,Humboldt Community ScD,2014,Oct,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-09-15,20032,Yes,64045000.0,75893000.0,,62.5,66.60697051384452,7.0,0,0,0,0,Humboldt Community ScD,2014,Sep,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-08-15,20032,Yes,74741000.0,79706000.0,,62.5,75.22339257188499,7.0,0,0,0,0,Humboldt Community ScD,2014,Aug,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-07-15,20032,Yes,64045000.0,75893000.0,,62.5,64.45835856178502,7.0,0,0,0,0,Humboldt Community ScD,2014,Jul,Community,Humboldt,Eureka
North Coast,Humboldt Community Service District,1,2014-06-15,20032,Yes,72364000.0,76309000.0,,62.5,75.25875266240682,7.0,0,0,0,0,Humboldt Community ScD,2014,Jun,Community,Humboldt,Eureka
North Coast,Rohnert Park  City of,One,2017-01-15,43398,No,87100000.0,111000000.0,0.0,75.0,48.556570913777804,7.0,0,0,0,0,Rohnert Park  City of,2017,Jan,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-12-15,43398,No,92200000.0,116000000.0,0.0,68.2,46.73948108207752,7.0,2,2,0,0,Rohnert Park  City of,2016,Dec,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-11-15,43398,No,88600000.0,115000000.0,0.0,85.2,57.98055209917508,7.0,0,0,0,0,Rohnert Park  City of,2016,Nov,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-10-15,43398,No,124800000.0,170000000.0,0.0,89.2,82.74619463658946,7.0,2,0,0,0,Rohnert Park  City of,2016,Oct,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-09-15,43398,No,130600000.0,160000000.0,0.0,73.1,73.3279567414781,7.0,4,0,0,0,Rohnert Park  City of,2016,Sep,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,One,2016-08-15,43398,No,143200000.0,160000000.0,0.0,80.4,85.57908867511361,7.0,7,0,0,0,Rohnert Park  City of,2016,Aug,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-07-15,43398,No,141500000.0,187000000.0,0.0,69.9,73.51944269767152,7.0,1,0,0,0,Rohnert Park  City of,2016,Jul,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-06-15,43398,No,143800000.0,158000000.0,0.0,71.6,79.08259981258738,7.0,2,2,0,0,Rohnert Park  City of,2016,Jun,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-05-15,43398,No,123000000.0,155000000.0,0.16,55.7,50.924749022178815,0.0,2,0,0,0,Rohnert Park  City of,2016,May,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-04-15,43398,Yes,106200000.0,143000000.0,0.16,58.4,47.63721830499101,3.0,1,1,0,0,Rohnert Park  City of,2016,Apr,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-03-15,43398,Yes,90900000.0,103000000.0,0.16,77.2,52.161464256566006,3.0,0,0,0,0,Rohnert Park  City of,2016,Mar,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-02-15,43398,Yes,77434482.7586207,90000000.0,0.16,71.8,45.75421400318782,3.0,0,0,0,0,Rohnert Park  City of,2016,Feb,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2016-01-15,43398,Yes,92000000.0,111000000.0,0.16,65.6,44.86010207100371,3.0,0,0,0,0,Rohnert Park  City of,2016,Jan,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2015-12-15,43398,Yes,99800000.0,116000000.0,0.16,69.9,51.85328891326938,3.0,4,1,0,0,Rohnert Park  City of,2015,Dec,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,one,2015-11-15,43398,Yes,105900000.0,115000000.0,0.16,71.5,58.158210055762936,3.0,3,11,0,0,Rohnert Park  City of,2015,Nov,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,One,2015-10-15,43398,Yes,134900000.0,170000000.0,0.16,66.8,66.98182910168299,3.0,20,18,0,0,Rohnert Park  City of,2015,Oct,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,One,2015-09-15,43398,Yes,129000000.0,160000000.0,0.16,72.9,72.2314392368312,3.0,22,18,0,0,Rohnert Park  City of,2015,Sep,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-08-15,43398,Yes,158000000.0,160000000.0,0.16,62.6,73.51907104385664,3.0,27,6,0,0,Rohnert Park  City of,2015,Aug,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-07-15,43398,Yes,117000000.0,187000000.0,0.16,67.28,58.511392676041275,3.0,26,10,0,0,Rohnert Park  City of,2015,Jul,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-06-15,43398,Yes,133000000.0,158000000.0,0.16,63.95,65.32827933698943,3.0,5,3,0,0,Rohnert Park  City of,2015,Jun,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-05-15,43398,Yes,100000000.0,155000000.0,,70.5,52.40318789776249,3.0,13,9,0,0,Rohnert Park  City of,2015,May,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-04-15,43398,Yes,105000000.0,143000000.0,,82.0,66.13207981934652,7.0,10,3,0,0,Rohnert Park  City of,2015,Apr,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-03-15,43398,Yes,119000000.0,103000000.0,,55.0,48.649484367497244,7.0,8,3,0,0,Rohnert Park  City of,2015,Mar,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-02-15,43398,Yes,104000000.0,90000000.0,,59.0,50.49607289341839,,0,0,0,0,Rohnert Park  City of,2015,Feb,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2015-01-15,43398,Yes,78000000.0,111000000.0,,87.0,50.440855755207984,,0,0,0,0,Rohnert Park  City of,2015,Jan,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-12-15,43398,Yes,95000000.0,116000000.0,,76.0,53.666810868346836,,0,0,0,0,Rohnert Park  City of,2014,Dec,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-11-15,43398,Yes,80000000.0,115000000.0,,96.0,58.98889349739619,,0,0,0,0,Rohnert Park  City of,2014,Nov,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-10-15,43398,Yes,125000000.0,170000000.0,,69.0,64.11028306641157,,0,0,0,0,Rohnert Park  City of,2014,Oct,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-09-15,43398,Yes,147000000.0,160000000.0,,74.0,83.55223743029633,,0,0,0,0,Rohnert Park  City of,2014,Sep,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-08-15,43398,Yes,150000000.0,160000000.0,,64.0,71.35753245652765,,0,0,0,0,Rohnert Park  City of,2014,Aug,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-07-15,43398,No,172000000.0,187000000.0,,69.0,88.2157494993823,,0,0,0,0,Rohnert Park  City of,2014,Jul,City,Sonoma,Rohnert Park
North Coast,Rohnert Park  City of,1,2014-06-15,43398,No,173000000.0,158000000.0,,56.0,74.41203127640291,,0,0,0,0,Rohnert Park  City of,2014,Jun,City,Sonoma,Rohnert Park
San Francisco Bay,Valley of the Moon Water District,0,2017-01-15,23782,No,48865331.695774004,56871175.405737005,0.0,73.4,48.65044783761387,7.0,0,0,0,0,Valley of the Moon WD,2017,Jan,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-12-15,23782,No,54977652.763440005,75151114.60901001,0.0,63.9,47.65154469745099,7.0,0,0,0,0,Valley of the Moon WD,2016,Dec,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-11-15,23782,No,45645267.89416001,73991083.52889,0.0,100.0,63.977332848596994,7.0,0,0,0,0,Valley of the Moon WD,2016,Nov,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-10-15,23782,No,77027269.3702479,105213776.2423176,0.0,81.9,85.56937018541134,7.0,0,0,0,0,Valley of the Moon WD,2016,Oct,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-09-15,23782,No,82593561.20169,98602641.81020002,0.0,76.0,87.98125544989824,7.0,0,0,0,0,Valley of the Moon WD,2016,Sep,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-08-15,23782,No,81273862.92234,110600491.35234001,0.0,97.0,106.93320108549133,7.0,0,0,0,0,Valley of the Moon WD,2016,Aug,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-07-15,23782,No,86230063.12701,127873875.49761002,0.0,77.0,90.06153828430516,7.0,0,0,0,0,Valley of the Moon WD,2016,Jul,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,0,2016-06-15,23782,No,94320954.05942,102353191.73497002,0.0,57.5,76.01624279450354,7.0,0,0,0,0,Valley of the Moon WD,2016,Jun,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2016-05-15,23782,Yes,61644572.959860004,97100466.73173001,0.2,65.0,54.34982329263526,3.0,0,0,0,0,Valley of the Moon WD,2016,May,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2016-04-15,23782,Yes,52569610.71791001,85656564.61549,0.2,65.87,48.53474978259093,3.0,0,0,0,0,Valley of the Moon WD,2016,Apr,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2016-03-15,23782,Yes,41490662.19991,61077591.47688001,0.2,80.7,45.41651777208484,3.0,0,0,0,0,Valley of the Moon WD,2016,Mar,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2016-02-15,23782,Yes,41139079.7464331,49825941.702570006,0.2,73.9,45.655447596342476,3.0,0,0,0,0,Valley of the Moon WD,2016,Feb,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2016-01-15,23782,Yes,41503696.25699001,56870849.55431,0.2,85.9,48.35817151593971,3.0,0,0,0,0,Valley of the Moon WD,2016,Jan,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-12-15,23478,Yes,46222024.91995,75151114.60901001,0.2,93.5,59.37967087946885,3.0,0,0,0,0,Valley of the Moon WD,2015,Dec,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-11-15,23478,Yes,49855268.331,74000859.0717,0.2,100.0,70.7829575645285,3.0,0,0,0,0,Valley of the Moon WD,2015,Nov,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-10-15,23478,Yes,86676479.582,105217425.7783,0.2,72.7,86.57906324948544,3.0,0,0,0,0,Valley of the Moon WD,2015,Oct,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-09-15,23478,Yes,76786888.77255,98602641.81020002,0.2,82.7,90.1592370373667,3.0,0,0,0,0,Valley of the Moon WD,2015,Sep,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-08-15,23478,Yes,74209403.98498,110600491.35234001,0.2,92.8,94.62025794643914,3.0,4,8,0,0,Valley of the Moon WD,2015,Aug,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-07-15,23478,Yes,79136277.56122,127873875.49761002,0.2,71.6,77.8512962496579,3.0,8,16,0,0,Valley of the Moon WD,2015,Jul,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-06-15,23478,Yes,78944025.21929,102353191.73497002,0.2,66.5,74.53470876398877,3.0,9,9,0,0,Valley of the Moon WD,2015,Jun,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-05-15,23478,Yes,62107281.986200005,97103725.246,,78.5,66.9868241224688,3.0,15,15,0,0,Valley of the Moon WD,2015,May,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-04-15,23478,Yes,59604743.02684,85656564.61549,,69.9,59.152845750292705,3.0,10,10,0,0,Valley of the Moon WD,2015,Apr,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-03-15,23478,Yes,65137700.257300004,61077591.47688001,,57.0,51.013425261069386,,0,0,0,0,Valley of the Moon WD,2015,Mar,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-02-15,23478,Yes,44126800.24434,49825941.702570006,,80.0,53.69987738592969,,0,0,0,0,Valley of the Moon WD,2015,Feb,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2015-01-15,23478,Yes,49972574.844720006,56870849.55431,,77.0,52.86882521514226,,0,0,0,0,Valley of the Moon WD,2015,Jan,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2014-12-15,23478,Yes,49105810.0489,75151114.60901001,,87.0,58.69881583382521,,0,0,0,0,Valley of the Moon WD,2014,Dec,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2014-11-15,23478,Yes,49200306.962730005,74000859.0717,,100.0,69.85306380828862,,0,0,0,0,Valley of the Moon WD,2014,Nov,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2014-10-15,23478,Yes,75418312.77915001,105214167.26403001,,93.0,96.36891487241247,,0,0,0,0,Valley of the Moon WD,2014,Oct,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2014-09-15,23478,Yes,92626526.63902001,98602641.81020002,,74.0,97.31611112939035,,0,0,0,0,Valley of the Moon WD,2014,Sep,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,2,2014-08-15,23478,Yes,89729707.45299001,110600491.35234001,,96.0,118.35447756838991,,0,0,0,0,Valley of the Moon WD,2014,Aug,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,,2014-07-15,23478,,107693896.6235,127873875.49761002,,70.0,103.57771810596878,,0,0,0,0,Valley of the Moon WD,2014,Jul,,Sonoma,
San Francisco Bay,Valley of the Moon Water District,,2014-06-15,23478,,88631588.14400001,102349933.22070001,,78.0,98.15236782281285,,0,0,0,0,Valley of the Moon WD,2014,Jun,,Sonoma,
South Coast,Bellflower-Somerset Mutual Water Company,stage 1,2017-01-15,46300,Yes,107527712.39573002,133863024.72587001,0.2,86.0,64.42822591815496,2.0,0,0,0,0,Bellflower Somerset Mutual WC,2017,Jan,,Los Angeles,Bellflower
South Coast,Bellflower-Somerset Mutual Water Company,stage 1,2016-12-15,46300,Yes,111757263.91819002,132484673.18966,0.2,86.0,66.96247959983516,2.0,0,0,0,0,Bellflower Somerset Mutual WC,2016,Dec,,Los Angeles,Bellflower
South Coast,Bellflower-Somerset Mutual Water Company,stage 1,2016-11-15,46300,Yes,117948441.03119002,139070130.52933002,0.2,86.0,73.02783245991607,2.0,0,0,0,0,Bellflower Somerset Mutual WC,2016,Nov,,Los Angeles,Bellflower
South Coast,Bellflower-Somerset Mutual Water Company,stage 1,2016-10-15,46300,Yes,131132389.76761001,152511501.89308003,0.2,86.0,78.57162628032091,2.0,0,0,0,0,Bellflower Somerset Mutual WC,2016,Oct,,Los Angeles,Bellflower
